128.5,128.5
213.5,128.5
298.5,128.5
383.5,128.5
468.5,128.5
553.5,128.5
638.5,128.5
723.5,128.5
128.5,213.5
213.5,213.5
298.5,213.5
383.5,213.5
468.5,213.5
553.5,213.5
638.5,213.5
723.5,213.5
128.5,298.5
213.5,298.5
298.5,298.5
383.5,298.5
468.5,298.5
553.5,298.5
638.5,298.5
723.5,298.5
128.5,383.5
213.5,383.5
298.5,383.5
383.5,383.5
468.5,383.5
553.5,383.5
638.5,383.5
723.5,383.5
128.5,468.5
213.5,468.5
298.5,468.5
383.5,468.5
468.5,468.5
553.5,468.5
638.5,468.5
723.5,468.5
128.5,553.5
213.5,553.5
298.5,553.5
383.5,553.5
468.5,553.5
553.5,553.5
638.5,553.5
723.5,553.5
128.5,128.5
213.5,128.5
298.5,128.5
383.5,128.5
468.5,128.5
553.5,128.5
638.5,128.5
723.5,128.5
128.5,213.5
213.5,213.5
298.5,213.5
383.5,213.5
468.5,213.5
553.5,213.5
638.5,213.5
723.5,213.5
128.5,298.5
213.5,298.5
298.5,298.5
383.5,298.5
468.5,298.5
553.5,298.5
638.5,298.5
723.5,298.5
128.5,383.5
213.5,383.5
298.5,383.5
383.5,383.5
468.5,383.5
553.5,383.5
638.5,383.5
723.5,383.5
128.5,468.5
213.5,468.5
298.5,468.5
383.5,468.5
468.5,468.5
553.5,468.5
638.5,468.5
723.5,468.5
128.5,553.5
213.5,553.5
298.5,553.5
383.5,553.5
468.5,553.5
553.5,553.5
638.5,553.5
723.5,553.5
