2.30746e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,9.23617e+13
9.23617e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,1.51291e+15
1.51291e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,8.86655e+15
8.86655e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,5.9672e+16
5.9672e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,2.3644e+17
2.3644e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,4.64483e-310
2.30746e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,2.30529e+12
2.30529e+12,9.23617e+13
9.23617e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,9.2359e+13
9.2359e+13,1.51291e+15
1.51291e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,1.51293e+15
1.51293e+15,8.86655e+15
8.86655e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,8.86646e+15
8.86646e+15,5.9672e+16
5.9672e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,5.96727e+16
5.96727e+16,2.3644e+17
2.3644e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,2.36439e+17
2.36439e+17,4.65789e-310
