485.218,335.224
570.432,335.218
655.5,335.207
740.5,335.207
825.5,335.207
910.5,335.207
995.5,335.207
1080.5,335.207
485.242,420.405
570.425,420.395
655.5,420.404
740.5,420.404
825.5,420.404
910.5,420.404
995.5,420.404
1080.5,420.404
485.231,505.5
570.43,505.5
655.5,505.5
740.5,505.5
825.5,505.5
910.5,505.5
995.5,505.5
1080.5,505.5
485.231,590.5
570.43,590.5
655.5,590.5
740.5,590.5
825.5,590.5
910.5,590.5
995.5,590.5
1080.5,590.5
485.231,675.5
570.43,675.5
655.5,675.5
740.5,675.5
825.5,675.5
910.5,675.5
995.5,675.5
1080.5,675.5
485.231,760.5
570.43,760.5
655.5,760.5
740.5,760.5
825.5,760.5
910.5,760.5
995.5,760.5
1080.5,760.5
